tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 
8	Resting arm diastolic BP	251071	phv00251071.v1.p10	pht004814.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 13:59:58+00:00	2018-02-27 13:59:58+00:00 
8	Resting arm diastolic BP	251342	phv00251342.v1.p10	pht004815.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:00:15+00:00	2018-02-27 14:00:15+00:00 
8	Resting arm diastolic BP	251409	phv00251409.v1.p10	pht004815.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:00:26+00:00	2018-02-27 14:00:26+00:00 
8	Resting arm diastolic BP	254089	phv00254089.v1.p10	pht005140.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:00:42+00:00	2018-02-27 14:00:42+00:00 
8	Resting arm diastolic BP	254156	phv00254156.v1.p10	pht005140.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:00:53+00:00	2018-02-27 14:00:53+00:00 
8	Resting arm diastolic BP	254611	phv00254611.v1.p10	pht005141.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:01:09+00:00	2018-02-27 14:01:09+00:00 
8	Resting arm diastolic BP	254708	phv00254708.v1.p10	pht005141.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:03:19+00:00	2018-02-27 14:03:19+00:00 
8	Resting arm diastolic BP	254769	phv00254769.v1.p10	pht005141.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:03:31+00:00	2018-02-27 14:03:31+00:00 
8	Resting arm diastolic BP	255003	phv00255003.v1.p10	pht005142.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:03:50+00:00	2018-02-27 14:03:50+00:00 
8	Resting arm diastolic BP	255099	phv00255099.v1.p10	pht005142.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:04:01+00:00	2018-02-27 14:04:01+00:00 
8	Resting arm diastolic BP	273915	phv00273915.v1.p10	pht006005.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:04:14+00:00	2018-02-27 14:04:14+00:00 
8	Resting arm diastolic BP	273970	phv00273970.v1.p10	pht006005.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:04:29+00:00	2018-02-27 14:04:29+00:00 
8	Resting arm diastolic BP	274062	phv00274062.v1.p10	pht006005.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:04:43+00:00	2018-02-27 14:04:43+00:00 
8	Resting arm diastolic BP	274408	phv00274408.v1.p10	pht006006.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:04:55+00:00	2018-02-27 14:04:55+00:00 
8	Resting arm diastolic BP	274463	phv00274463.v1.p10	pht006006.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:05:15+00:00	2018-02-27 14:05:15+00:00 
8	Resting arm diastolic BP	274553	phv00274553.v1.p10	pht006006.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:05:26+00:00	2018-02-27 14:05:26+00:00 
8	Resting arm diastolic BP	274723	phv00274723.v1.p10	pht006007.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:05:38+00:00	2018-02-27 14:05:38+00:00 
8	Resting arm diastolic BP	274824	phv00274824.v1.p10	pht006007.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:05:49+00:00	2018-02-27 14:05:49+00:00 
8	Resting arm diastolic BP	275080	phv00275080.v1.p10	pht006008.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:06:07+00:00	2018-02-27 14:06:07+00:00 
8	Resting arm diastolic BP	275181	phv00275181.v1.p10	pht006008.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:06:19+00:00	2018-02-27 14:06:19+00:00 
8	Resting arm diastolic BP	276848	phv00276848.v1.p10	pht006018.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:06:46+00:00	2018-02-27 14:06:46+00:00 
8	Resting arm diastolic BP	277034	phv00277034.v1.p10	pht006026.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:06:55+00:00	2018-02-27 14:06:55+00:00 
8	Resting arm diastolic BP	277035	phv00277035.v1.p10	pht006026.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:04+00:00	2018-02-27 14:07:04+00:00 
8	Resting arm diastolic BP	277137	phv00277137.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:12+00:00	2018-02-27 14:07:12+00:00 
8	Resting arm diastolic BP	277138	phv00277138.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:26+00:00	2018-02-27 14:07:26+00:00 
8	Resting arm diastolic BP	277139	phv00277139.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:35+00:00	2018-02-27 14:07:35+00:00 
8	Resting arm diastolic BP	277140	phv00277140.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:44+00:00	2018-02-27 14:07:44+00:00 
8	Resting arm diastolic BP	277141	phv00277141.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:07:55+00:00	2018-02-27 14:07:55+00:00 
8	Resting arm diastolic BP	277142	phv00277142.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:08:07+00:00	2018-02-27 14:08:07+00:00 
8	Resting arm diastolic BP	277143	phv00277143.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:08:17+00:00	2018-02-27 14:08:17+00:00 
8	Resting arm diastolic BP	277144	phv00277144.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:08:26+00:00	2018-02-27 14:08:26+00:00 
8	Resting arm diastolic BP	277145	phv00277145.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:08:35+00:00	2018-02-27 14:08:35+00:00 
8	Resting arm diastolic BP	55183	phv00055183.v4.p10	pht000394.v7.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:18:06+00:00	2018-02-27 14:18:06+00:00 
8	Resting arm diastolic BP	56858	phv00056858.v2.p10	pht000397.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 14:53:57+00:00	2018-02-27 14:53:57+00:00 
8	Resting arm diastolic BP	8631	phv00008631.v5.p10	pht000032.v6.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-02-27 18:25:51+00:00	2018-02-27 18:25:51+00:00 
8	Resting arm diastolic BP	210282	phv00210282.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:47:06+00:00	2018-03-19 17:47:06+00:00 
8	Resting arm diastolic BP	210285	phv00210285.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:47:53+00:00	2018-03-19 17:47:53+00:00 
8	Resting arm diastolic BP	210288	phv00210288.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:48:16+00:00	2018-03-19 17:48:16+00:00 
8	Resting arm diastolic BP	210291	phv00210291.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:48:44+00:00	2018-03-19 17:48:44+00:00 
8	Resting arm diastolic BP	210308	phv00210308.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:50:23+00:00	2018-03-19 17:50:23+00:00 
8	Resting arm diastolic BP	210311	phv00210311.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:50:50+00:00	2018-03-19 17:50:50+00:00 
8	Resting arm diastolic BP	210314	phv00210314.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:51:26+00:00	2018-03-19 17:51:26+00:00 
8	Resting arm diastolic BP	210317	phv00210317.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:51:53+00:00	2018-03-19 17:51:53+00:00 
8	Resting arm diastolic BP	210332	phv00210332.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:52:50+00:00	2018-03-19 17:52:50+00:00 
8	Resting arm diastolic BP	210335	phv00210335.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:53:14+00:00	2018-03-19 17:53:14+00:00 
8	Resting arm diastolic BP	210338	phv00210338.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:53:38+00:00	2018-03-19 17:53:38+00:00 
8	Resting arm diastolic BP	210341	phv00210341.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:54:08+00:00	2018-03-19 17:54:08+00:00 
8	Resting arm diastolic BP	210358	phv00210358.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:54:44+00:00	2018-03-19 17:54:44+00:00 
8	Resting arm diastolic BP	210361	phv00210361.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:55:05+00:00	2018-03-19 17:55:05+00:00 
8	Resting arm diastolic BP	210364	phv00210364.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:55:25+00:00	2018-03-19 17:55:25+00:00 
8	Resting arm diastolic BP	214059	phv00214059.v1.p1	pht004228.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 19:24:12+00:00	2018-03-19 19:24:12+00:00 
8	Resting arm diastolic BP	214089	phv00214089.v1.p1	pht004228.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 19:24:40+00:00	2018-03-19 19:24:40+00:00 
8	Resting arm diastolic BP	214091	phv00214091.v1.p1	pht004228.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 19:24:57+00:00	2018-03-19 19:24:57+00:00 
8	Resting arm diastolic BP	214093	phv00214093.v1.p1	pht004228.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 19:25:11+00:00	2018-03-19 19:25:11+00:00 
8	Resting arm diastolic BP	210283	phv00210283.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 14:57:19+00:00	2018-03-20 14:57:19+00:00 
8	Resting arm diastolic BP	210286	phv00210286.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 14:57:48+00:00	2018-03-20 14:57:48+00:00 
8	Resting arm diastolic BP	210289	phv00210289.v1.p1	pht004192.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 14:58:12+00:00	2018-03-20 14:58:12+00:00 
8	Resting arm diastolic BP	210309	phv00210309.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 14:59:15+00:00	2018-03-20 14:59:15+00:00 
8	Resting arm diastolic BP	210312	phv00210312.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 14:59:42+00:00	2018-03-20 14:59:42+00:00 
8	Resting arm diastolic BP	210315	phv00210315.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:00:01+00:00	2018-03-20 15:00:01+00:00 
8	Resting arm diastolic BP	210333	phv00210333.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:00:29+00:00	2018-03-20 15:00:29+00:00 
8	Resting arm diastolic BP	210336	phv00210336.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:00:47+00:00	2018-03-20 15:00:47+00:00 
8	Resting arm diastolic BP	210339	phv00210339.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:01:14+00:00	2018-03-20 15:01:14+00:00 
8	Resting arm diastolic BP	210359	phv00210359.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:02:00+00:00	2018-03-20 15:02:00+00:00 
8	Resting arm diastolic BP	210362	phv00210362.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-20 15:02:23+00:00	2018-03-20 15:02:23+00:00 
8	Resting arm diastolic BP	112476	phv00112476.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112478	phv00112478.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112480	phv00112480.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112482	phv00112482.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112484	phv00112484.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112486	phv00112486.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112488	phv00112488.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112490	phv00112490.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112492	phv00112492.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	112495	phv00112495.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114114	phv00114114.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114116	phv00114116.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114118	phv00114118.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114120	phv00114120.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114122	phv00114122.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114124	phv00114124.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114126	phv00114126.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114128	phv00114128.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114130	phv00114130.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114132	phv00114132.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	114134	phv00114134.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115331	phv00115331.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115333	phv00115333.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115335	phv00115335.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115337	phv00115337.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115339	phv00115339.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115341	phv00115341.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115343	phv00115343.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115345	phv00115345.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115347	phv00115347.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115349	phv00115349.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	115351	phv00115351.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116554	phv00116554.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116556	phv00116556.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116560	phv00116560.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116562	phv00116562.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116566	phv00116566.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116568	phv00116568.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116572	phv00116572.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	116574	phv00116574.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118277	phv00118277.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118279	phv00118279.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118281	phv00118281.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118283	phv00118283.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118285	phv00118285.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118287	phv00118287.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118289	phv00118289.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
8	Resting arm diastolic BP	118291	phv00118291.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:27:08+00:00	2018-04-17 15:27:08+00:00 
